open_time;close;status;close_shift_1;diff_shift_1;close_shift_2;diff_shift_2;close_shift_3;diff_shift_3;close_shift_4;diff_shift_4;close_shift_5;diff_shift_5;close_shift_6;diff_shift_6
2017-08-18 21:00:00;3975.69;SOBE_2.0;4113.75;3.47;4108.37;3.34;4163.49;4.72;4148.53;4.35;4156.39;4.55;4138.55;4.1
2017-08-19 00:00:00;4163.49;CAI_2.0;4148.53;-0.36;4156.39;-0.17;4138.55;-0.6;4068.26;-2.29;4077.0;-2.08;3986.87;-4.24
2017-08-19 01:00:00;4148.53;CAI_2.0;4156.39;0.19;4138.55;-0.24;4068.26;-1.93;4077.0;-1.72;3986.87;-3.9;4033.47;-2.77
2017-08-19 02:00:00;4156.39;CAI_2.0;4138.55;-0.43;4068.26;-2.12;4077.0;-1.91;3986.87;-4.08;4033.47;-2.96;3999.0;-3.79
2017-08-19 03:00:00;4138.55;CAI_2.0;4068.26;-1.7;4077.0;-1.49;3986.87;-3.67;4033.47;-2.54;3999.0;-3.37;4068.2;-1.7
2017-08-19 04:00:00;4068.26;CAI_2.0;4077.0;0.21;3986.87;-2.0;4033.47;-0.86;3999.0;-1.7;4068.2;-0.0;4000.58;-1.66
2017-08-19 05:00:00;4077.0;CAI_2.0;3986.87;-2.21;4033.47;-1.07;3999.0;-1.91;4068.2;-0.22;4000.58;-1.87;3957.6;-2.93
2017-08-19 06:00:00;3986.87;SOBE_2.0;4033.47;1.17;3999.0;0.3;4068.2;2.04;4000.58;0.34;3957.6;-0.73;4095.0;2.71
2017-08-19 08:00:00;3999.0;SOBE_2.0;4068.2;1.73;4000.58;0.04;3957.6;-1.04;4095.0;2.4;4039.84;1.02;4042.41;1.09
2017-08-19 09:00:00;4068.2;CAI_2.0;4000.58;-1.66;3957.6;-2.72;4095.0;0.66;4039.84;-0.7;4042.41;-0.63;3972.05;-2.36
2017-08-19 10:00:00;4000.58;SOBE_2.0;3957.6;-1.07;4095.0;2.36;4039.84;0.98;4042.41;1.05;3972.05;-0.71;4000.0;-0.01
2017-08-19 11:00:00;3957.6;SOBE_2.0;4095.0;3.47;4039.84;2.08;4042.41;2.14;3972.05;0.37;4000.0;1.07;4027.37;1.76
2017-08-19 12:00:00;4095.0;CAI_2.0;4039.84;-1.35;4042.41;-1.28;3972.05;-3.0;4000.0;-2.32;4027.37;-1.65;4086.29;-0.21
2017-08-19 15:00:00;3972.05;SOBE_2.0;4000.0;0.7;4027.37;1.39;4086.29;2.88;4076.12;2.62;4075.98;2.62;4074.23;2.57
2017-08-19 16:00:00;4000.0;SOBE_2.0;4027.37;0.68;4086.29;2.16;4076.12;1.9;4075.98;1.9;4074.23;1.86;4139.98;3.5
2017-08-19 17:00:00;4027.37;SOBE_2.0;4086.29;1.46;4076.12;1.21;4075.98;1.21;4074.23;1.16;4139.98;2.8;4139.98;2.8
2017-08-20 03:00:00;4094.62;SOBE_2.0;4093.0;-0.04;4117.41;0.56;4115.41;0.51;4155.87;1.5;4184.73;2.2;4155.0;1.47
2017-08-20 04:00:00;4093.0;SOBE_2.0;4117.41;0.6;4115.41;0.55;4155.87;1.54;4184.73;2.24;4155.0;1.51;4142.41;1.21
2017-08-20 07:00:00;4155.87;CAI_2.0;4184.73;0.69;4155.0;-0.02;4142.41;-0.32;4106.53;-1.19;4108.47;-1.14;4063.35;-2.23
2017-08-20 08:00:00;4184.73;CAI_2.0;4155.0;-0.71;4142.41;-1.01;4106.53;-1.87;4108.47;-1.82;4063.35;-2.9;4096.32;-2.11
2017-08-20 09:00:00;4155.0;CAI_2.0;4142.41;-0.3;4106.53;-1.17;4108.47;-1.12;4063.35;-2.21;4096.32;-1.41;4125.0;-0.72
2017-08-20 13:00:00;4063.35;SOBE_2.0;4096.32;0.81;4125.0;1.52;4131.46;1.68;4129.0;1.62;4154.56;2.24;4164.6;2.49
2017-08-20 22:00:00;4169.98;CAI_2.0;4086.29;-2.01;4108.28;-1.48;4094.6;-1.81;4079.94;-2.16;4084.76;-2.04;4104.68;-1.57
2017-08-21 00:00:00;4108.28;CAI_2.0;4094.6;-0.33;4079.94;-0.69;4084.76;-0.57;4104.68;-0.09;4016.9;-2.22;3982.96;-3.05
2017-08-21 01:00:00;4094.6;CAI_2.0;4079.94;-0.36;4084.76;-0.24;4104.68;0.25;4016.9;-1.9;3982.96;-2.73;4043.63;-1.24
2017-08-21 02:00:00;4079.94;CAI_2.0;4084.76;0.12;4104.68;0.61;4016.9;-1.55;3982.96;-2.38;4043.63;-0.89;4036.3;-1.07
2017-08-21 03:00:00;4084.76;CAI_2.0;4104.68;0.49;4016.9;-1.66;3982.96;-2.49;4043.63;-1.01;4036.3;-1.19;4074.0;-0.26
2017-08-21 04:00:00;4104.68;CAI_2.0;4016.9;-2.14;3982.96;-2.97;4043.63;-1.49;4036.3;-1.67;4074.0;-0.75;4088.1;-0.4
2017-08-21 06:00:00;3982.96;SOBE_2.0;4043.63;1.52;4036.3;1.34;4074.0;2.29;4088.1;2.64;4023.11;1.01;4000.0;0.43
2017-08-21 07:00:00;4043.63;CAI_2.0;4036.3;-0.18;4074.0;0.75;4088.1;1.1;4023.11;-0.51;4000.0;-1.08;3951.49;-2.28
2017-08-21 08:00:00;4036.3;CAI_2.0;4074.0;0.93;4088.1;1.28;4023.11;-0.33;4000.0;-0.9;3951.49;-2.1;3989.17;-1.17
2017-08-21 09:00:00;4074.0;CAI_2.0;4088.1;0.35;4023.11;-1.25;4000.0;-1.82;3951.49;-3.01;3989.17;-2.08;4022.0;-1.28
