model_name;data;symbol;estimator;train_size;start_train_date;start_test_date;numeric_features;regression_times;regression_features;times_regression_profit_and_loss;stop_loss;fold;saldo_inicial;saldo_final;parametros;use-all-data-to-train;no-tune
ETHUSDT_knn_SL_3.0_RT_0_RPL_6_1;2023-09-17 18:03:18;ETHUSDT;knn;0.7;2017-08-17;2023-06-01 00:00:00;['close', 'high', 'low', 'volume', 'taker_buy_base_asset_volume', 'taker_buy_quote_asset_volume', 'rsi'];0;['open', 'high', 'low', 'volume', 'close'];6;3.0;3;100.0;126.35000000000004;['-train-model', '-calc-rsi', '-no-tune', '-start-train-date=2010-01-01', '-start-test-date=2023-06-01', '-fold=3', '-n-jobs=20', '-symbol=ETHUSDT', '-estimator=knn', '-stop-loss=3', '-regression-profit-and-loss=6', '-numeric-features=close,high,low,volume,taker_buy_base_asset_volume,taker_buy_quote_asset_volume', '-regression-times=0'];False;True
ETHUSDT_knn_SL_2.0_RT_0_RPL_24_1;2023-09-17 14:31:10;ETHUSDT;knn;0.7;2017-08-17;2023-06-01 00:00:00;['close', 'high', 'low', 'volume', 'taker_buy_quote_asset_volume', 'rsi'];0;['open', 'high', 'low', 'volume', 'close'];24;2.0;3;100.0;126.38999999999996;['-train-model', '-calc-rsi', '-no-tune', '-start-train-date=2010-01-01', '-start-test-date=2023-06-01', '-fold=3', '-n-jobs=20', '-symbol=ETHUSDT', '-estimator=knn', '-stop-loss=2', '-regression-profit-and-loss=24', '-numeric-features=close,high,low,volume,taker_buy_quote_asset_volume', '-regression-times=0'];False;True
ETHUSDT_knn_SL_2.0_RT_0_RPL_24_1;2023-09-17 14:38:20;ETHUSDT;knn;0.7;2017-08-17;2023-06-01 00:00:00;['close', 'open', 'high', 'low', 'volume', 'taker_buy_quote_asset_volume', 'rsi'];0;['open', 'high', 'low', 'volume', 'close'];24;2.0;3;100.0;126.38999999999996;['-train-model', '-calc-rsi', '-no-tune', '-start-train-date=2010-01-01', '-start-test-date=2023-06-01', '-fold=3', '-n-jobs=20', '-symbol=ETHUSDT', '-estimator=knn', '-stop-loss=2', '-regression-profit-and-loss=24', '-numeric-features=close,open,high,low,volume,taker_buy_quote_asset_volume', '-regression-times=0'];False;True
ETHUSDT_knn_SL_2.0_RT_0_RPL_24_1;2023-09-17 14:27:06;ETHUSDT;knn;0.7;2017-08-17;2023-06-01 00:00:00;['close', 'open', 'low', 'volume', 'taker_buy_quote_asset_volume', 'rsi'];0;['open', 'high', 'low', 'volume', 'close'];24;2.0;3;100.0;126.38999999999996;['-train-model', '-calc-rsi', '-no-tune', '-start-train-date=2010-01-01', '-start-test-date=2023-06-01', '-fold=3', '-n-jobs=20', '-symbol=ETHUSDT', '-estimator=knn', '-stop-loss=2', '-regression-profit-and-loss=24', '-numeric-features=close,open,low,volume,taker_buy_quote_asset_volume', '-regression-times=0'];False;True
ETHUSDT_knn_SL_2.0_RT_0_RPL_24_1;2023-09-17 14:25:03;ETHUSDT;knn;0.7;2017-08-17;2023-06-01 00:00:00;['close', 'open', 'high', 'volume', 'taker_buy_quote_asset_volume', 'rsi'];0;['open', 'high', 'low', 'volume', 'close'];24;2.0;3;100.0;126.38999999999996;['-train-model', '-calc-rsi', '-no-tune', '-start-train-date=2010-01-01', '-start-test-date=2023-06-01', '-fold=3', '-n-jobs=20', '-symbol=ETHUSDT', '-estimator=knn', '-stop-loss=2', '-regression-profit-and-loss=24', '-numeric-features=close,open,high,volume,taker_buy_quote_asset_volume', '-regression-times=0'];False;True
ETHUSDT_knn_SL_2.5_RT_0_RPL_12_1;2023-09-17 15:56:48;ETHUSDT;knn;0.7;2017-08-17;2023-06-01 00:00:00;['close', 'high', 'volume', 'number_of_trades', 'rsi'];0;['open', 'high', 'low', 'volume', 'close'];12;2.5;3;100.0;126.43999999999998;['-train-model', '-calc-rsi', '-no-tune', '-start-train-date=2010-01-01', '-start-test-date=2023-06-01', '-fold=3', '-n-jobs=20', '-symbol=ETHUSDT', '-estimator=knn', '-stop-loss=2.5', '-regression-profit-and-loss=12', '-numeric-features=close,high,volume,number_of_trades', '-regression-times=0'];False;True
ETHUSDT_knn_SL_3.0_RT_0_RPL_24_1;2023-09-17 19:10:05;ETHUSDT;knn;0.7;2017-08-17;2023-06-01 00:00:00;['close', 'low', 'quote_asset_volume', 'rsi'];0;['open', 'high', 'low', 'volume', 'close'];24;3.0;3;100.0;126.62999999999997;['-train-model', '-calc-rsi', '-no-tune', '-start-train-date=2010-01-01', '-start-test-date=2023-06-01', '-fold=3', '-n-jobs=20', '-symbol=ETHUSDT', '-estimator=knn', '-stop-loss=3', '-regression-profit-and-loss=24', '-numeric-features=close,low,quote_asset_volume', '-regression-times=0'];False;True
ETHUSDT_knn_SL_3.0_RT_0_RPL_24_1;2023-09-17 19:09:02;ETHUSDT;knn;0.7;2017-08-17;2023-06-01 00:00:00;['close', 'high', 'quote_asset_volume', 'rsi'];0;['open', 'high', 'low', 'volume', 'close'];24;3.0;3;100.0;126.62999999999997;['-train-model', '-calc-rsi', '-no-tune', '-start-train-date=2010-01-01', '-start-test-date=2023-06-01', '-fold=3', '-n-jobs=20', '-symbol=ETHUSDT', '-estimator=knn', '-stop-loss=3', '-regression-profit-and-loss=24', '-numeric-features=close,high,quote_asset_volume', '-regression-times=0'];False;True
ETHUSDT_knn_SL_3.0_RT_0_RPL_24_1;2023-09-17 19:07:46;ETHUSDT;knn;0.7;2017-08-17;2023-06-01 00:00:00;['close', 'open', 'quote_asset_volume', 'rsi'];0;['open', 'high', 'low', 'volume', 'close'];24;3.0;3;100.0;126.62999999999997;['-train-model', '-calc-rsi', '-no-tune', '-start-train-date=2010-01-01', '-start-test-date=2023-06-01', '-fold=3', '-n-jobs=20', '-symbol=ETHUSDT', '-estimator=knn', '-stop-loss=3', '-regression-profit-and-loss=24', '-numeric-features=close,open,quote_asset_volume', '-regression-times=0'];False;True
ETHUSDT_knn_SL_3.0_RT_0_RPL_24_1;2023-09-17 19:17:41;ETHUSDT;knn;0.7;2017-08-17;2023-06-01 00:00:00;['close', 'high', 'low', 'quote_asset_volume', 'rsi'];0;['open', 'high', 'low', 'volume', 'close'];24;3.0;3;100.0;126.62999999999997;['-train-model', '-calc-rsi', '-no-tune', '-start-train-date=2010-01-01', '-start-test-date=2023-06-01', '-fold=3', '-n-jobs=20', '-symbol=ETHUSDT', '-estimator=knn', '-stop-loss=3', '-regression-profit-and-loss=24', '-numeric-features=close,high,low,quote_asset_volume', '-regression-times=0'];False;True
